tekst,change,company
prognoza finansowy,1,5
  podwyzszenie kapital zakladowy,1,5
podpisac aneks do umowy o odnawialny linia gwarancyjny z bank pekao,0,5
podwyzszenie kapital zakladowy,0,5
  iti holdings rozwazac rozny opcja dotyczyc ewentualny sprzedaz,0,5
ransakcja sprzedaz akcja spolka,1,5
zawarcie umowy licencyjny dla transmisja liga mistrz uefa i liga europejski,1,5
zawarcie umowy licencyjny z twentieth century fox,0,5
transakcja kupno akcja spolka,1,5
  transakcja kupno akcja,1,5
ransakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,0,5
wykup i umorzyc obligacja pln o termin zapadalnosc w 2013 r.,1,5
transakcja sprzedaz akcja spolka przez osoba zobowiazana,0,5
transakcja kupno i sprzedaz akcja przez osoba zobowiazana,1,5
sprzedaz akcja,1,5
podwyzszenie kapital zakladowy,1,5
podpisac aneks do umowy o odnawialny linia gwarancyjny z bank pekao,0,5
podwyzszenie kapital zakladowy,1,5
  przyjecie jednolity tekst statut,1,5
raport okresowy kwartalny skonsolidowac 1/2011 qsr,1,5
sprzedaz akcja spolka,0,5
transakcja kupno i sprzedaz akcja zawrzec przez osoba zobowiazana,1,5
informacja o laczny kwota przeznaczyc na wyplata dywidenda,1,5
zawarcie dlugoterminowy umowic o wspolpraca z cyfrowy polsatem i telewizja polsat,1,5
transakcja sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
transakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
transakcja sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
transakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
transakcja kupno i sprzedaz akcja,0,5
ransakcja sprzedaz akcja,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
sprzedaz akcja spolka,0,5
transakcja kupno akcja spolka,0,5
transakcja kupno akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
ransakcja kupno i sprzedaz akcja przez osoba pelnic zobowiazana,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja spolka,0,5
transakcja sprzedaz akcja spolka,0,5
podwyzszenie kapital zakladowy,0,5
akcjonariusz 5  liczba glos na zwz 30 marzec 2011 r.,1,5
  podwyzszenie kapital zakladowy,1,5
transakcja sprzedaz akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja spolka przez osoba zobowiazana,1,5
transakcja sprzedaz akcja przez osoba zobowiazana,1,5
transakcja sprzedaz akcja,1,5
transakcja kupno i sprzedaz akcja spolka przez osoba zobowiazana,1,5
ransakcja kupno i sprzedaz akcja przez osoba zobowiazana,1,5
tresc uchwala podjac przez zwz 30 marzec 2011 r.,0,5
transakcja sprzedaz akcja spolka,0,5
transakcja sprzedaz akcja spolka,0,5
ransakcja sprzedaz akcja spolka,0,5
powolanie czlonek rad nadzorczy,0,5
dywidenda w wysokosc 0 04 zloty za akcja zaaprobowac przez w zastepstwie,0,5
sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
podwyzszenie kapital zakladowy,0,5
ransakcja sprzedaz akcja spolka,0,5
ransakcja sprzedaz akcja spolka,0,5
transakcja kupno akcja przez osoba zobowiazana,1,5
ransakcja kupno i sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,1,5
transakcja kupno i sprzedaz akcja przez osoba zobowiazana,1,5
transakcja kupno akcja przez osoba zobowiazana,1,5
transakcja sprzedaz akcja spolka przez czlonek zarzad,0,5
transakcja kupno i sprzedaz akcja spolka,0,5
zmiana warunki umowy licencyjny z paramount pictures,0,5
zwolanie zwz,0,5
transakcja sprzedaz akcja spolka przez czlonek zarzad,1,5
transakcja kupno akcja spolka,1,5
sprzedaz akcja przez osoba zobowiazana,1,5
wykup i umorzyc obligacja pln o termin zapadalnosc w 2013 r.,0,5
proponowac wysokosc dywidenda z zysk w 2010 r.,0,5
transakcja sprzedaz akcja spolka przez czlonek rn,0,5
wyznaczyc biegly rewident przeprowadzac badanie sprawozdanie finansowy,0,5
prognoza ilosci abonent platforma cyfrowy 'n' w 2011 r.,0,5
raport okresowy roczny skonsolidowac za 2010 rs,0,5
raport okresowy roczny za 2010 rok,0,5
raport okresowy kwartalny skonsolidowac 4/2010 qsr,0,5
raport okresowy roczny skonsolidowac za 2010 rs,0,5
raport okresowy roczny za 2010 rok,0,5
wykup i umorzyc obligacja pln o termin zapadalnosc w 2013 r.,1,5
wykup i umorzyc obligacja,0,5
ransakcja sprzedaz akcja spolka,1,5
wykaz raport biezacy i okresowy przekazac w 2010 r.,1,5
sprzedaz akcja przez osoba pelnic kierowniczy i posiadajacy staly dostep do informacja poufny,0,5
termin publikacja raport okresowy w 2011 rok,0,5
transakcja walutowy typ forward z rabobank polski,1,5
wykup obligacja,0,5
wykup obligacja pln o termin zapadalnosc w 2013 r. w cel on umorzyc,0,5
transakcja kupno i sprzedaz akcja spolka przez osoba zobowiazana,0,5
transakcja sprzedaz akcja przeslac przez osoba zobowiazana,1,5
transakcja kupno i sprzedaz akcja przez osoba zobowiazana,1,5
transakcja kupno akcja przez osoba zobowiazana,1,5
transakcja kupno akcja spolka przez osoba zobowiazana,1,5
transakcja kupno akcja przez osoba zobowiazana,0,5
emisja obligacja senior notes,1,5
transakcja kupno akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
transakcja kupno akcja spolka,0,5
przedaz akcja spolka przez osoba zobowiazana,0,5
ransakcja sprzedaz akcja spolka,0,5
sprzedaz akcja spolka przez osoba zobowiazana,0,5
ransakcja sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
transakcja kupno i sprzedaz akcja,0,5
ustalenie warunki emisja obligacja senior notes,0,5
ransakcja kupno i sprzedaz akcja spolka,1,5
transakcja kupno akcja przez osoba obowiazany,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
zakup akcja przez osoba pelnic funkcja kierowniczy,1,5
transakcja kupno akcja spolka,1,5
ransakcja sprzedaz akcja spolka,1,5
moody's podtrzymywac obecny rating kredytowy,1,5
otwierdzenie przez standard & poor's korporacyjny rating kredytowy,1,5
transakcja kupno akcja spolka,1,5
transakcja sprzedaz akcja przez osoba zobowiazana,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
zgoda rad nadzorczy na emisja obligacja,1,5
ransakcja kupno i sprzedaz akcja,1,5
sprzedaz akcja przez osoba pelnic funkcja kierowniczy,1,5
ransakcja sprzedaz akcja spolka,1,5
aktualizacja prognoza ilosci abonent platforma cyfrowy nad w 2010 r.,1,5
raport okresowy kwartalny skonsolidowac 3/2010 qsr,1,5
zmiana udzial w ogolny liczba glos,0,5
zmiana termin publikacja skonsolidowac za iii kwartal 2010 r.,0,5
zmiana udzial w ogolny liczba glos,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
transakcja na akcja,0,5
podwyzszenie kapital zakladowy,0,5
transakcja kupno akcja spolka,0,5
transakcja sprzedaz akcja,0,5
powolanie czlonek rad nadzorczy,0,5
powolanie czlonek rad nadzorczy,0,5
informacja o zbycie akcja przez spadkobierca,0,5
transakcja kupno i sprzedaz akcja spolka,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
rezygnacja czlonek rad nadzorczy,0,5
transakcja kupno i sprzedaz akcja,0,5
transakcja kupno akcja spolka,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
ransakcja kupno i sprzedaz akcja spolka,1,5
ransakcja kupno i sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
ransakcja kupno i sprzedaz akcja spolka,0,5
transakcja kupno i sprzedaz akcja spolka,0,5
transakcja kupno i sprzedaz akcja,0,5
transakcja kupno i sprzedaz akcja,0,5
transakcja kupno i sprzedaz akcja,0,5
transakcja kupno i sprzedaz akcja,0,5
ransakcja sprzedaz akcja,0,5
sprzedaz akcja,0,5
raport okresowy polroczny za 2010 psr,1,5
raport okresowy kwartalny skonsolidowac 2/2010 qsr,1,5
podwyzszenie kapital zakladowy,1,5
podwyzszenie kapital zakladowy,0,5
transakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,0,5
wyjasnienie blad w numeracja raport z dzien 18.06,0,5
transakcja sprzedaz akcja spolka przez osoba pelnic w struktura emitent funkcja kierowniczy,1,5
rejestracja przez sad zmiana w statut spolka,1,5
podwyzszenie kapital zakladowy,1,5
informacja o zbycie akcja przez masa spadkowy zmarly jana bohdan wejcherta,1,5
transakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent,1,5
sprzedaz akcja spolka przez osoba pelnic w struktura,0,5
transakcja na akcja spolka osoba pelnic w struktura,0,5
podwyzszenie kapital zakladowy,1,5
ransakcja kupno i sprzedaz akcja,1,5
ransakcja sprzedaz akcja,1,5
informacja o laczny kwota przeznaczyc na wyplata,1,5
transakcja na akcja,0,5
transakcja sprzedaz akcja przez czlonek rad nadzorczy,1,5
transakcja na akcja spolka,1,5
transakcja sprzedaz akcja spolka przez czlonek rad nadzorczy,1,5
ransakcja kupno i sprzedaz akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,0,5
ransakcja sprzedaz akcja spolka,1,5
wykaz akcjonariusz,1,5
korekta raport dot. tresci uchwala podjac przez zwz 14 maja 2010 r.,0,5
tresc uchwala podjetych przez zwz zwolac na dzien 14 maja 2010 r.,0,5
powolanie czlonek rad nadzorczy,0,5
przyjecie jednolity tekst statut,0,5
dywidenda w wysokosc 0 31 zloty za akcja zaaprobowac przez zwyczajny walny,0,5
raport okresowy kwartalny skonsolidowac 1/2010 qsr,1,5
podwyzszenie kapital zakladowy,0,5
przeksztalcenie kapitalowy w oraz emisja obligacja senior notes,1,5
moody's nadac nowa emisja obligacja rating b1 z stabilny perspektywa,1,5
pierwsze notowanie obligacja,0,5
wybrana nieaudytowane wstepne finansowy i operacyjny dane,0,5
tresc projekt uchwala na zwz,1,5
zwolanie zwza,1,5
ransakcje sprzedaz akcja spolka,0,5
podpisac zmienic umowy kredytowy z bank pekao,0,5
zmiana w sklad zarzad,1,5
transakcja sprzedaz akcja,0,5
ransakcje zakup i sprzedaz akcja,0,5
sapodwyzszenie kapital zakladowy,0,5
transakcja zakup i sprzedaz akcja spolka przez osoba pelnic w struktura emitent funkcja kierowniczy,0,5
nformacja o nabycie akcja spolka,1,5
transakcja sprzedaz akcja spolka,0,5
ransakcja zakup i sprzedaz akcja przez osoba pelnic w,1,5
transakcja sprzedaz akcja spolka,0,5
transakcja sprzedaz akcja,0,5
informacja o nabycie akcja spolka przez osoba pelnic w,0,5
informacja o dopuscic i wprowadzenie do obrot gieldowy akcja,0,5
raport roczny,1,5
ransakcja sprzedaz akcja spolk przez osoba pelnic w,1,5
uzupelnienie raport kwartalne za iv kwartal oraz raport roczny za rok 2009,1,5
raport okresowy qsr,1,5
rejestracja akcja zwykly na okaziciel seria c3 oraz seria e4 w kdpw,1,5
sfinalizowac przez transakcja nabycie platforma cyfrowy 'n',1,5
informacja o nabycie akcja spolka,1,5
saransakcja zakup i sprzedaz akcja,1,5
transakcja sprzedaz akcja spolka przez osoba pelnic w,1,5
ransakcje zakup i sprzedaz akcja spolka,0,5
informacja o zbycie akcja spolka przez osoba pelnic w,1,5
informacja o nabycie akcja spolka,0,5
transakcja zakup i sprzedaz akcja,0,5
przekroczenie prog 10  kapital wlasny spolki w zakres,1,5
informowac,0,5
zmiana warunki umowy licencyjny z paramount pictures,0,5
proponowac wysokosc dywidenda z zysk osiagnac przez w 2009 r.,0,5
wyznaczyc biegly rewident,0,5
prognoza wydatek inwestycyjny na 2010 r.,0,5
wykaz raport przekazac do publiczny wiadomosci w 2009 r.,0,5
skonsolidowac raport roczny,0,5
raport roczny,0,5
raport okresowy qsr,0,5
podwyzszenie kapital zakladowy,0,5
podwyzszenie kapital zakladowy,0,5
zmiana udzial w ogolny liczba glos spolka posiadac,1,5
podwyzszenie kapital zakladowy,1,5
termin publikacja raport okresowy w 2010 rok oraz informacja o przekazywac raport skonsolidowac,0,5
korekta raport dot. emisja obligacja senior notes,0,5
dopuscic do obrot oraz o dacia pierwsze notowania,0,5
wykup i umorzyc calosc obligacja senior notes zapadalnych w 2013 r.,0,5
nabycie 49  udzial w platforma cyfrowy 'n',0,5
podwyzszenie kapital zakladowy,0,5
emisja obligacja senior notes,0,5
ystalenie warunki emisja obligacja senior notes,1,5
moody's nadac warunkowy rating b1 w odniesienie do nowa emisja obligacja senior notes spolka,0,5
zmiana korporacyjny rating kredytowy standard & poor's,0,5
zgoda rad nadzorczy na emisja obligacja oraz uzgodnienie,1,5
raport okresowy qsr,1,5
wybrana szacunkowy dane finansowy za okres trzy i dziewiec miesiac,1,5
zmiana termin publikacja skonsolidowac raport za iii kwartal 2009 r.,1,5
powolanie nowe czlonek rad nadzorczy,1,5
podwyzszenie kapital zakladowy,0,5
zmianaw ogolny liczba glos posiadac przez iti holdings luxembourg,0,5
podwyzszenie kapital zakladowy w spolka,0,5
informacja o zbycie akcja spolka,1,5
zmiana rating kredytowy,1,5
zmiana udzial w ogolny liczba glos posiadac przez n vision b.v.,0,5
informacja o zarejestrowac akcja w kdpw,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o przyjecie akcja do kdpw akcja zwykly na okaziciel seria e3,1,5
decyzja o zamiar polaczenie spolka z turbo sp. z o.o.,0,5
tresc uchwala podjac przez zwz w dzien 15 maja 2009 r.,0,5
dywidenda 0 57 zloty za akcja zaaprobowac przez zwza,0,5
powolanie czlonek rad nadzorczy,0,5
spelnienie warunek nabycie udzial spolka mango media spolka z o.o.,0,5
informacja o nabycie i zbycie akcja przez akcjonariusz,1,5
zarejestrowac akcja w kdpw,0,5
nabycie akcja przez osoba maic dostep do informacja poufny,0,5
transakcja sprzedaz akcja przez podmiot powiazac z czlonek rn,0,5
transakcja sprzedaz akcja przez czlonek zarzad,1,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na wza,1,5
informacja o zarejestrowac akcja w kdpw,1,5
zmiana termin publikacja raport okresowy za 2007r.,1,5
informacja o zarejestrowac akcja seria e1 w kdpw,0,5
podwyzszenie ocena ratingowy przez agencja moody`s investor service,1,5
informacja o wprowadzenie do obrot gieldowy akcja zwykly na okaziciel seria d,1,5
transakcja kupno akcja,0,5
podwyzszenie kapital zakladowy,0,5
transakcja sprzedaz akcja spolka,0,5
informacja o sprzedaz akcja spolka,1,5
wstepne wynik za 2005 r.,0,5
nabycie akcja onet.pl,0,5
tresc projekt uchwala na nwza w dzien 26 wrzesnia 2006 r.,0,5
podwyzszenie prognoza na rok 2008,1,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja sprzedaz akcja spolka,1,5
transakcja kupno akcja przez czlonek rad nadzorczy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
dopuscic i wprowadzenie do obrot akcja seria e2,1,5
ramowy porozumienie w sprawa zwiekszenie udzial w neovision holding b.v,1,5
podwyzszenie kapital zakladowy w spolka,0,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja zakup akcja przez osoba pelnic funkcja kierowniczy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja kupno i sprzedaz akcja,0,5
tresc uchwala podjac przez nwz w dzien 30 pazdziernik 2008 r.,0,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja przez czlonek zarzad,0,5
informacja o zakup akcja,0,5
podwyzszenie kapital zakladowy w spolka,0,5
zakup i sprzedaz akcja przez osoba pelnic w struktura,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
pprawozdanie pro forma,0,5
transakcja sprzedaz akcja przez osoba zalezny,0,5
sprzedaz akcja przez osoba z kierownictwo,0,5
nabycie akcja w rama pierwsze etap program nabycie akcja wlasny,0,5
przeglad rating spolka,0,5
sprzedaz akcja przez osoba z kierownictwo,0,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o kupno akcja spolka przez czlonek zarzad,1,5
nabycie udzial spolka ntl ted sp. z o.o.,1,5
transakcja sprzedaz akcja przez czlonek zarzad,1,5
liczba akcja zaoferowac w oferta zakup akcja,1,5
transakcja sprzedaz akcja spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
transakcja sprzedaz akcja przez podmiot powiazac z czlonek zarzad,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja zakup i sprzedaz akcja przez osoba pelnic w struktura,1,5
data walny zgromadzenie akcjonariusz,1,5
nabycie akcja wlasny,1,5
uchwala podjac przez zwyczajny walny zgromadzenie,0,5
powolanie nowy czlonek do rad nadzorczy,0,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,0,5
informacja o zarejestrowac akcja w kdpw,1,5
powolanie czlonek zarzad,1,5
transakcja kupno akcja spolka przez czlonek rad nadzorczy,0,5
termin publikacja raport okresowy,0,5
uscislenie informacja na temat wykup akcja wlasny spolka,1,5
przedluzenie umowy zawrzec na swiadczenie usluga doradczy,1,5
zakonczenie pierwsze etap program nabycie akcja wlasny,1,5
prognoza na 2008 r.,0,5
raport okresowy qsr,0,5
podpisac umowy linia kredytowy z bank bph,0,5
informacja o zakup akcja,1,5
opublikowac oferta zakup akcja,1,5
rejestracja akcja w kdpw,0,5
transakcja sprzedaz akcja przez podmiot powiazac z czlonek rn,1,5
akcjonariusz   co malo po 5  na nwza w dzien 9.05.2008 r.,0,5
transakcja sprzedaz akcja spolka,0,5
transakcja zakup i sprzedaz akcja,0,5
informacja o zarejestrowac akcja w kdpw,0,5
umowa z warner bros. international television distribution inc.,0,5
transakcja osoba pelnic w struktura emitent funkcja kierowniczy,1,5
zarejestrowac akcja seria e1 w krajowy depozyt papier wartosciowy,1,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na nwza,1,5
zbycie akcja przez osoba pelnic funkcja kierowniczy,0,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,0,5
tresc projekt uchwala na zwz zwolac na dzien 11 maja 2007 r.,0,5
liczba akcja w obrot,1,5
zbycie akcja spolka przez podmiot powiazac z czlonek rn,0,5
laczny kwota przeznaczyc na wyplata dywidenda,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja zakup akcja spolka przez czlonek zarzad,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
rezygnacja czlonek rad nadzorczy,1,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na nwz,0,5
zamiar zlozenie rezygnacja oraz rezygnacja czlonek rad nadzorczy,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja sprzedaz akcja spolka,0,5
data nadzwyczajny walny zgromadzenie,0,5
transakcja kupno i sprzedaz,1,5
informacja o zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
informacja o zakup akcja spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja sprzedaz akcja,0,5
podwyzszenie kapital zakladowy,0,5
informacja o zbycie akcja spolka,0,5
podwyzszenie kapital zakladowy w spolka,1,5
przyjecie akcja do kdpw,0,5
transakcja kupno i sprzedaz akcja spolka,1,5
termin publikacja raport okresowy w 2008 rok,0,5
podwyzszenie ocena ratingowy przez agencja moody's investor service,0,5
powolanie nowy czlonek do rad nadzorczy spolka,1,5
uchwala podjac przez walny zgromadzenie akcjonariusz,1,5
informacja o przyjecie do kdpw akcja zwykly na okaziciel,0,5
transakcja osoba pelnic funkcja kierowniczy,1,5
nabycie udzial spolka mango media sp. z o.o.,0,5
podwyzszenie ocena ratingowy spolka przez agencja standard & poor`s ratings services,0,5
transakcja zakup akcja przez podmiot powiazac z czlonek rad nadzorczy,0,5
umorzyc sledztwo,1,5
raport okresowy qsr,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja kupno i sprzedaz akcja przez czlonek zarzad,0,5
data nwz,1,5
wybor biegly rewident,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
data zwz,0,5
obnizenie rating kredytowy,0,5
transakcja zakup i sprzedaz akcja spolka,1,5
zakonczenie subskrypcja,1,5
transakcja sprzedaz akcja spolka przez czlonek zarzad,0,5
podwyzszenie kapital zakladowy w spolka,0,5
transakcja sprzedaz akcja spolka,0,5
raport okresowy qsr,1,5
transakcja sprzedaz akcja spolka,0,5
transakcja zakup akcja przez czlonek rad nadzorczy,0,5
liczba akcja wprowadzic do obrot,1,5
raport roczny skonsolidowac,0,5
raport roczny,0,5
zawarcie znaczacy umowy z warner brothers international television,0,5
prognoza na rok 2006,0,5
zawarcie znaczacy umowy z omd poland sp. z o.o.,0,5
raport okresowy qsr,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno i sprzedaz akcja,0,5
zarejestrowac akcja w kdpw,0,5
informacja o zakup akcja,0,5
uchwala rad nadzorczy w sprawa program motywacyjny,0,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja spolka przez podmiot powiazac z czlonek rn,1,5
informacja o nabycie oraz zbycie akcja spolka,0,5
transakcja sprzedaz akcja spolka przez czlonek rad nadzorczy,0,5
tresc projekt uchwala na nwz na 30 pazdziernik 2008 r.,1,5
transakcja kupno i sprzedaz akcja,0,5
zarejestrowac akcja w kdpw,0,5
transakcja sprzedaz akcja spolka przez czlonek rad nadzorczy,0,5
transakcja sprzedaz akcja spolka przez osoba pelnic w struktura emitent,1,5
uchwala podjac przez nwz,1,5
zawarcie znaczacy umowy z eutelsat,1,5
zawarcie znaczacy umowy z eutelsat,1,5
informacja o zmiana uchwala kdpw,1,5
transakcja sprzedaz akcja przez czlonek rad nadzorczy,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja spolka,0,5
informacja o zarejestrowac akcja w kdpw,1,5
tresc projekt istotny uchwala na nwza w dzien 26 wrzesnia 2005 r.,0,5
raport roczny,0,5
korekta raport roczny za 2005 r.,0,5
raport okresowy qsr,1,5
prognoza wydatek inwestycyjny na 2009 r.,1,5
zmiana sklad zarzad,1,5
transakcja kupno i sprzedaz przez czlonek zarzad,0,5
informacja o zawarcie umowy darowizna z fundacja nie byc sam,1,5
sprzedaz akcja przez osoba z kierownictwo,0,5
liczba akcja wprowadzic do obrot gieldowy,0,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,0,5
transakcja zakup akcja spolka przez czlonek zarzad,0,5
umorzyc akcja wlasny i rejestracja przez sad zmiana wysokosc kapital,0,5
transakcja sprzedaz akcja,1,5
informacja o dopuscic i wprowadzenie do obrot gieldowy akcja seria c2,1,5
podwyzszenie kapital zakladowy,1,5
raport biezacy i okresowy przekazac do publiczny wiadomosci w 2007 r.,1,5
transakcja sprzedaz akcja spolka przez czlonek zarzad,1,5
informacja o zarejestrowac akcja w kdpw,1,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
uzupelnienie informacja dotyczyc korekta prognoza na rok 2008,0,5
powolanie nowe czlonek rad nadzorczy,0,5
data zwza,0,5
informacja o sprzedaz akcja,0,5
informacja o dywidenda,1,5
transakcja czlonek rn oraz osoba pelnic funkcja kierowniczy,1,5
powolanie trzy nowy czlonek zarzad,0,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja przez osoba powiazac,1,5
informacja o kupno akcja przez osoba pelnic w struktura spolka,1,5
korekta raport kwartalne za czwarty kwartal 2007 r.,0,5
zalozenie dotyczyc wzrost rynek reklama internetowy i ebitda,1,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja zakup i sprzedaz akcja,0,5
transakcja zawrzec przez osoba pelnic funkcja kierowniczy,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja przez czlonek zarzad,1,5
rezygnacja czlonek rad nadzorczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
informacja o zarejestrowac akcja seria e1 w kdpw,1,5
transakcja na akcja zawrzec przez osoba pelnic funkcja kierowniczy,0,5
informacja o nabycie akcja wlasny,1,5
zmiana w oferta zakup akcja spolka,0,5
informacja o zarejestrowac akcja w kdpw,0,5
powolanie nowe czlonek rad nadzorczy,0,5
transakcja sprzedaz akcja spolka,0,5
informacja o kupno i sprzedaz akcja,1,5
transakcja sprzedaz akcja spolka przez czlonek zarzad,1,5
termin publikacja raport okresowy w 2005,1,5
informacja o nabycie i zbycie akcja przez akcjonariusz,1,5
raport okresowy sa rs,1,5
raport okresowy sa r,1,5
raport okresowy sa qsr,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
transakcja sprzedaz akcja,1,5
kupno akcja przez osoba z kierownictwo,0,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na nwza,0,5
nabycie akcja wlasny,0,5
uchwala podjac przez nwz,0,5
transakcja zakup akcja przez osoba zobowiazana,1,5
wykaz akcjonariusz posiadajacy na nwz w dzien 20 listopad 2007 r.,0,5
transakcja sprzedaz akcja spolka,0,5
podwyzszenie kapital zakladowy w spolka,0,5
sprzedaz akcja spolka przez osoba pelnic w struktura emitent,0,5
podwyzszenie kapital zakladowy w spolka,0,5
skorygowac raport 144/2007 z dzien 29 czerwiec 2007 r.,1,5
transakcja na akcja,0,5
projekt uchwala na zwz zwolac na 9 maja 2008 r.,0,5
nabycie akcja wlasny,1,5
zawarcie umowy licencyjny z paramount pictures,1,5
sprzedaz akcja spolka przez osoba pelnic funkcja w struktura emitent,0,5
rejestracja polaczenie spolka z turbo sp. z o.o.,1,5
korekta informacja o zbycie akcja spolka,1,5
transakcja kupno akcja,0,5
transakcja sprzedaz akcja przez osoba pelnic funkcja kierowniczy,0,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja sprzedaz akcja spolka przez podmiot powiazac z czlonek rn,1,5
uchwala podjac przez zwz,0,5
powolanie nowy czlonek do rad nadzorczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja sprzedaz akcja,1,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno i sprzedaz akcja przez czlonek zarzad,0,5
informacja o zarejestrowac akcja w kdpw,0,5
zbycie akcji  aneks do umowy z freemantle polski sp. z o.o.  koniec dzialanie stabilizowac kurs akcja,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
zmiana stan posiadac akcja spolka,1,5
informacja o zarejestrowac akcja w kdpw,1,5
dopuscic i wprowadzenie do obrot akcja seria e2,1,5
informacja o zarejestrowac akcja w krajowy depozyt papier,0,5
transakcja sprzedaz akcja spolka,1,5
data nwz,1,5
wykaz raport biezacy i okresowy przekazac do publiczny wiadomosci w 2006 r.,1,5
informacja o zakup akcja,1,5
podwyzszenie kapital zakladowy w spolka,1,5
transakcja sprzedaz akcja spolka,1,5
informacja o sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja przez czlonek zarzad,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o oznaczenie kod akcja na okaziciel przez kdpw,1,5
transakcja kupno akcja przez czlonek rad nadzorczy,0,5
informacja o zarejestrowac akcja w kdpw,0,5
nabycie akcja wlasny,0,5
prognoza na 2008 r.,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno akcja spolka,0,5
liczba akcja wprowadzic do obrot,0,5
